Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b7e107eaa6dffb649d055d893a1fce734ee50d55, [XLA:GPU] Error out for ptxas version - Update ptxas version check. ,2024-01-03 11:27:12,,missing,others,version incompatibility,add,macro checker,others,ptax,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bc6499d1fb195d8af740d769aae640b80fe16b51, Optimize check whether a HloInstruction is a parameter of the entry computation. We can check this in constant time instead of searching through all parameters.,2019-04-12 6:37:55,,improper,others,performance bug,update,type checking api,others,HloInstruction parameter,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cb164786dc891ea11d3a900e90367c339305dc7b," Properly handle the case where SpecializeType() returns an error `Status`. If the error case in `SpecializeType()` is reached, then we would get a crash when trying to access the value of an errorenous `StatusOr` object",2021-11-08 13:35:56,,improper,invalid return types,crash,replace,macro checker,return value is valid,data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c7f79bb75b5b83c3011e164ccd617a6ada910ea4,StatSummarizer: Put size check error message outside of if block where it belongs.,2017-05-10 18:29:07,,improper,others,user confusion,relocate,if checker,others,log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3550ef89bc66d03b6e2db8e47bf7b038d9f4ceff," Convert CheckInputsSize to return a Status instead of CHECK-failing, and convert existing callsites to TF_QCHECK_OK the call. This moves us towards the goal of returning Statuses instead of check-failing in ImportTensorFlowNode().",2018-06-18 17:17:23,,improper,invalid return types,user confusion,replace,checker api,return value is valid,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/feb3d1c5f8b40f1504b758b620edb25d4d3beef1, More precise checking of resource loop arguments for eliding Switch/Merge,2023-06-05 18:01:36,,improper,others,unknown,replace,checker api,others,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/84d7bf6f64fd9c8677f7f26511ce3031fe8d35a6,Add is_numeric to dtypes.cc to check whether a data type is numeric ,2023-05-09 14:44:28,,missing,invalid return types,incorrect functionality,add,type checking api,return value is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cd34289b744040974ebe81e1b1e88f1c752d68e0,Update types.h to check if a data type is numeric ,2023-05-09 14:42:57,,missing,invalid return types,incorrect functionality,add,type checking api,return value is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/43fd10302bcc8447e7a7205bae848a3a88624775,Return error on invalid input in tfl.atan2_custom,2023-08-14 11:27:11,,missing,invalid return types,incorrect functionality,add,assertion statement,return value is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/00517642a356c5e04f009ea61c74638d89746392,Return error on invalid input in tfl.splitv,2023-08-09 9:07:32,,missing,invalid return types,incorrect functionality,add,assertion statement,return value is valid,log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/40c7fe94824100338ef0c495143b26501b1c367e,Return error on invalid input in tfl.topkv2 ,2023-08-08 11:22:26,,missing,invalid return types,incorrect functionality,add,assertion statement,return value is valid,log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b4aadb17b7aa5ea926b5220008e41f33e582baed,Return error on invalid input in tfl.where,2023-08-07 14:49:18,,missing,invalid return types,incorrect functionality,add,assertion statement,return value is valid,log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ef049bdfc4f307c8b3a9dc480a90a5ff287f3d55,Add check for ResizeOutput return value in range.cc,2023-04-17 19:51:00,,missing,invalid return types,inconsistent results,add,macro checker,return value is valid,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1707ed9b9b0cc5cb02df22a06718c9c738825d39, Add a check to make sure that the allocation before an Evict() is not a prefetch.,2023-10-26 22:00:50,,missing,others,unknown,add,macro checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f636be3bb1f556c15dba3028e61a8969d90dadd9,Return error on invalid input in tfl.sign_custom,2023-08-16 14:23:04,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/84a1cf61dd7239aa5d682083d34e0f7c99039734," [XLA] Do not suggest trying to use TF_XLA_FLAGS when failing to parse XLA_FLAGS. The error can be very misleading, as we never check whether the new flag is actually supported by TF_XLA_FLAGS.",2023-06-27 5:23:38,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e99e31597c1b5cc9f0cbc8a3dea71674d81c20b1," Fix GRUCellBlockOp message for invalid rank of x. The validation checks that x is a matrix, so rank must be 2.",2023-02-15 15:44:47,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b8431494de404b5f4def7303fb8efd6ba3575ef9,Fix error log messages in data type checks,2022-12-01 17:41:46,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/18dd91ccd4b1817cd5c34e40f76823a162bea029," [XLA] Report that real -> complex bitcast_convert is not allowed. The check as exists is bidirectional: it prevents conversions from complex to real and real to complex alike, but the reported error message was unidirectional.",2022-03-02 21:18:49,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/86abddb56350bccd95d1b7140b003fb03525b890, Add appropriate error check for nbins in tf.histogram_fixed_width_bins. This PR tries to address the issue raised in 54415 where nbins was not checked for tf.histogram_fixed_width_bins and an incorrect result was returned when nbins < 0.,2022-02-17 18:11:34,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1e5c11676dce37bb7c8eb58b35fd298a655c6fd3," [tf.data service] Include dispatcher address in version check error message. This is the error message that happens when the address was specified incorrectly, so it is useful to include the potentially-incorrect address in the error message.",2021-04-05 14:21:08,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/07898e752cf02518508f193a0be2e451450044bd, Provide a more informative error message when the bazel version check fails. ,2020-05-20 14:31:08,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/01e84d7cc214dbf5a7a21bc418ad43afb5694fbc, Update error message for data_adapter with validation split. Remove the user provided value in the error string in case it contains large amount of data. Dump large input data to log might crash on user side.,2020-03-31 12:34:49,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f54bc43f1117004208df6da34e422bf628fc3c23, Update error message when tf.functions cross merge_call boundary when using MirroredStrategy,2019-04-25 17:51:27,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4c75fb1cb917320acb386cf26adeb8e5151ca4f6," Improve error message reporting for check_numerics gradient. At present the op message is only printed if the numeric check fails during the op's 'forward' computation. If the check fails during the gradient, there is no identifier on *which* op's gradient failed.",2018-11-20 13:01:44,,misleading,misleading error message,user confusion,improve,macro checker,Improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/40918f36823973e816bd50766b1f447225b1bb9b, Make the type check error message more informative for contrib.layers fully_connected.,2018-10-22 18:30:18,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9c1f14322484e44a93b77619ffd2e24b9b7a9b1d, Fix error message in TF-keras dataset shape check. (Dimension and tensor # were transposed in the error message),2018-08-28 16:50:03,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f0bf6c5191d224f229808f4b321158d890a481e0,Minor change for better error msg in eager input type checking ,2018-07-25 17:47:41,,misleading,misleading error message,user confusion,improve,assertion statement,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/178d62a63ea043a4b9969b4cd6f8983eb8eae523, Update check failure to logging a warning for repeated computation placer registration. This is to bypass a duplicated registration issue seen in open-source build during TF/PJRT integration.,2023-05-17 16:28:42,,misleading,misleading error message,user confusion,improve,if checker,improve error message,error log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6aece71ebf756d32ea730576a7ff12d2cfc7b242,"Places relatively cheap type checks for list, tuple, and dict before other more expensive checks. Specifically, this avoids calling expensive checks like isinstance(structure, collections.abc.Mapping) and nest._is_named_tuple in the most common cases (since these abc isinstance checks take ~10x as long as normal isinstance checks).",2020-05-26 13:04:03,,insufficient,type checking,performance bug,extend,type checking api,ensure tensor type is valid,built-in data types,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a7c02f1a9bbc35473969618a09ee5f9f5d3e52d9," Validate real and expected type of arguments to cwise ops. Without this validation, it is possible to trigger a `CHECK`-fail denial of service.",2021-11-12 3:29:24,,missing,type checking,crash,add,macro checker,ensure tensor type is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/798b2ebda0cc6f12f1ca6460611f760149771a11," Ensure the allocation type is kTfLiteCustom when doing shallow copies in DeepOrShallowCopyTensorsShapeTypeData.  This code is correct only under the assumption that the caller has correctly prepared the tensors that get passed in for shallow copying, by setting their allocation types to kTfLiteCustom. This ensures that those tensors won't be double `free`'d later on. This check simply ensures that that assumption always holds, to ensure we fail early if ever a bug is introduced that breaks that assumption.",2024-01-12 19:40:23,,missing,type checking,crash,add,macro checker,ensure tensor type is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b65d9ec2b78c7c23e368ed4eec7b4deb89dcd712,"Fix value error generated on is_scalar check. Fix value error generated on is_scalar check. `is_scalar = shape is not None and not shape` raises a value error when shape is a scalar, ""ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()""",2017-07-21 16:29:29,,insufficient,edge cases,others,extend,if checker,tensor shape is valid,none shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9baa064387b0a114c3fcec88abaa0568834e8e34, Only apply check for non-tensor case ,2019-08-03 10:37:29,,insufficient,type checking,incorrect functionality,extend,checker api,ensure tensor type is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9c14f6ba30d96241978188998de47a388822365f,Only apply check for non-tensor case ,2019-08-02 20:44:03,,missing,type checking,incorrect functionality,add,checker api,ensure tensor type is valid,tensor data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cb2828a844ccaf0394e602d15fd95e45073729a2," Check that the type of an implicitly dereferenced tensor matches the expected input type. The dtype of a tensor reference can change between the point when it is ""produced"" by an operation and consumed by the next operation. This evades checks in the executor that the type of tensor on each edge matches the type signatures of the producing and consuming operation, which could lead to undefined behavior. Although there is no existing operation that changes the type of a tensor reference, it is possible to use the OpKernelContext API to do so, so we add a further check in the runtime to defend against operations that might be added in the future.",2018-02-02 20:13:17,,missing,type checking,others,add,if checker,ensure tensor type is valid,tensor data type,,,
